PlayerID,birthdate,school,BirthCountry,weight,seasons played,position,from year,to year,"height (ft""in)",is_active
1628387,1998-10-16,UCLA,USA,250.0,3,Center,2017.0,2018.0,"6""10",0
76050,1967-02-08,Alabama,USA,225.0,3,Forward,1989.0,1991.0,"6""7",0
1512,1975-01-01,South East Melbourne,Australia,249.0,2,Center,1997.0,1999.0,"7""0",0
203507,1994-12-06,Filathlitikos,Greece,243.0,10,Forward,2013.0,2023.0,"7""0",1
1628961,1997-11-20,University of Dayton,Greece,200.0,4,Forward,2018.0,2020.0,"6""10",1
203648,1992-07-18,Panathinaikos,Greece,219.0,5,Forward,2015.0,2023.0,"6""7",1
2546,1984-05-29,Syracuse,USA,238.0,20,Forward,2003.0,2021.0,"6""7",0
1630175,2000-05-15,North Carolina,USA,185.0,3,Guard,2020.0,2023.0,"6""3",1
21,1967-11-15,UNLV,USA,180.0,11,Guard,1991.0,2001.0,"6""1",0
201202,1982-08-09,UNLV,Canada,245.0,11,Center,2007.0,2016.0,"6""9",0
203544,1982-07-29,Olympiacos,Macedonia,260.0,2,Forward-Center,2013.0,2014.0,"6""11",0
1628384,1997-07-17,Indiana,United Kingdom,232.0,6,Forward,2017.0,2023.0,"6""7",1
2737,1980-08-12,Brigham Young,Brazil,270.0,4,Center,2004.0,2006.0,"6""11",0
76053,1936-02-17,Iowa State,USA,210.0,1,Forward,1961.0,1961.0,"6""4",0
76054,1948-09-02,Texas-El Paso,USA,150.0,13,Guard,1970.0,1983.0,"6""1",0
2425,1980-03-29,Illinois,Scotland,250.0,3,Forward,2002.0,2003.0,"6""11",0
1627853,1994-03-26,Villanova,USA,195.0,6,Guard,2017.0,2022.0,"6""3",1
76055,1948-09-19,Cincinnati,USA,215.0,4,Center,1974.0,1977.0,"6""9",0
2240,1982-01-06,Arizona,USA,215.0,12,Guard,2001.0,2011.0,"6""4",0
2772,1985-06-30,UCLA,USA,215.0,18,Forward,2004.0,2021.0,"6""8",0
76056,1928-04-09,Villanova,USA,190.0,10,Forward,1950.0,1961.0,"6""4",0
76057,1965-07-20,Niagara,USA,230.0,1,Forward,1987.0,1987.0,"6""9",0
769,1967-09-09,Iowa,USA,185.0,11,Guard,1989.0,1999.0,"6""2",0
2220,1980-06-16,Pepperdine,USA,185.0,4,Guard,2001.0,2003.0,"6""5",0
353,1968-06-22,Fayetteville State,USA,180.0,15,Guard,1994.0,2007.0,"6""1",0
200756,1984-11-23,Connecticut,USA,235.0,6,Forward-Center,2006.0,2013.0,"6""11",0
76059,1955-10-05,Duke,USA,175.0,2,Guard,1977.0,1978.0,"6""3",0
76062,1933-12-30,Penn State,USA,220.0,1,Forward,1955.0,1955.0,"6""5",0
76064,1947-11-03,Notre Dame,USA,205.0,1,Forward,1970.0,1970.0,"6""5",0
2306,1979-07-30,Florida International,Puerto Rico,200.0,10,Guard,2001.0,2010.0,"6""2",0
201589,1988-03-25,Kansas,USA,235.0,10,Forward,2008.0,2017.0,"6""9",0
76065,1947-08-15,Tulane,USA,185.0,1,Guard,1969.0,1969.0,"6""4",0
1628503,1993-01-12,Pittsburgh,USA,213.0,2,Guard,2017.0,2017.0,"6""7",0
201600,1986-07-04,Fenerbahce,Turkey,255.0,9,Center,2010.0,2017.0,"7""0",0
355,1966-02-28,Memphis,USA,210.0,9,Guard,1987.0,1997.0,"6""6",0
76068,1928-02-15,Alliance,USA,185.0,1,Guard,1953.0,1953.0,"6""2",0
76069,1931-09-21,Indiana State,USA,190.0,2,Guard,1955.0,1957.0,"6""2",0
1088,1974-08-14,South Florida,USA,185.0,12,Guard,1999.0,2009.0,"5""11",0
76071,1916-05-08,Michigan State,USA,137.0,1,Guard,1946.0,1946.0,"5""10",0
278,1968-08-01,UNLV,USA,213.0,16,Forward-Guard,1991.0,2005.0,"6""8",0
201571,1987-11-10,Texas-Austin,USA,183.0,14,Guard,2008.0,2023.0,"5""11",0
200788,1984-02-27,Illinois,USA,235.0,2,Forward,2006.0,2007.0,"6""10",0
1134,1969-08-18,Arizona State,USA,288.0,9,Center,1991.0,2001.0,"6""10",0
76073,1944-08-31,Boston College,USA,170.0,1,Guard,1966.0,1966.0,"6""0",0
138,1969-10-18,Seton Hall,USA,240.0,6,Center,1992.0,1999.0,"6""9",0
76076,1952-07-22,Pepperdine,USA,170.0,2,Guard,1976.0,1977.0,"6""2",0
1895,1979-08-08,Duke,USA,180.0,4,Guard,1999.0,2002.0,"6""2",0
76078,1948-02-22,Santa Clara,USA,235.0,12,Center,1970.0,1981.0,"6""10",0
1630555,2000-03-05,Gonzaga,France,180.0,2,Guard,2021.0,2021.0,"6""4",0
202970,1985-04-01,Baloncesto Fuenlabrada,Mexico,,3,,2011.0,2016.0,,0
201965,1987-04-29,Arizona State,USA,250.0,7,Forward-Center,2009.0,2015.0,"6""9",0
1629028,1998-07-23,Arizona,Bahamas,250.0,5,Center,2018.0,2023.0,"7""0",1
101235,1983-12-16,Kentucky,United Kingdom,215.0,5,Guard,2006.0,2011.0,"6""5",0
1628962,1999-09-17,Kansas,Nigeria,270.0,3,Center-Forward,2020.0,2023.0,"6""11",1
203569,1990-02-14,Iowa State,USA,225.0,3,Guard,2013.0,2014.0,"6""5",0
202337,1989-06-20,Nevada-Reno,USA,225.0,9,Forward,2010.0,2017.0,"6""9",0
76079,1968-11-23,Tennessee Tech,USA,240.0,2,Center,1990.0,1991.0,"7""0",0
76080,1924-07-10,Fordham,USA,180.0,1,Forward,1948.0,1948.0,"6""2",0
1628407,1995-08-30,Florida State,USA,221.0,5,Guard-Forward,2017.0,2020.0,"6""6",0
76081,1927-12-09,Eastern Kentucky,USA,205.0,5,Forward,1952.0,1956.0,"6""4",0
2053,1980-07-02,Benston Zagreb,Croatia,290.0,4,Center,2000.0,2002.0,"7""1",0
76082,1960-04-23,Boston College,USA,185.0,11,Guard,1982.0,1993.0,"6""0",0
1628963,1999-03-14,Duke,USA,235.0,5,Forward,2018.0,2023.0,"6""10",1
76084,1958-04-23,Tuskegee,USA,210.0,1,Center,1981.0,1981.0,"7""0",0
76083,1951-02-18,Texas-El Paso,USA,185.0,5,Guard,1974.0,1979.0,"6""5",0
76085,1957-05-21,Rutgers,USA,220.0,9,Forward,1979.0,1987.0,"6""9",0
1847,1961-04-07,North Carolina State,USA,247.0,12,Forward,1983.0,1998.0,"6""11",0
1753,1975-11-19,UCLA,USA,213.0,3,Guard,1998.0,2002.0,"6""6",0
1858,1969-11-11,Ohio State,USA,175.0,1,Guard,1998.0,1998.0,"6""1",0
2486,1979-07-28,Oklahoma State,USA,200.0,2,Guard,2002.0,2004.0,"6""2",0
76089,1923-02-17,Victoria,Canada,180.0,1,Guard,1946.0,1946.0,"6""0",0
1627758,1993-03-30,Wichita State,USA,220.0,3,Guard,2016.0,2018.0,"6""4",0
452,1971-11-23,Hartford,USA,240.0,13,Forward,1993.0,2005.0,"6""11",0
1627735,1996-03-29,Vanderbilt,USA,200.0,3,Guard,2016.0,2018.0,"6""4",0
1631116,2002-11-18,Wisconsin-Milwaukee,USA,220.0,1,Forward,2022.0,2023.0,"6""9",1
200764,1984-07-14,South Carolina,USA,225.0,7,Forward,2006.0,2011.0,"6""8",0
76090,1968-04-16,North Carolina-Charlotte,USA,210.0,1,Forward,1990.0,1990.0,"6""8",0
1630163,2001-08-22,Illawarra,USA,180.0,3,Guard,2020.0,2023.0,"6""7",1
1629071,1998-11-24,,USA,,0,,,,,1
1628366,1997-10-27,UCLA,USA,190.0,5,Guard,2017.0,2023.0,"6""6",1
76091,1955-01-29,Oregon,USA,215.0,11,Forward,1977.0,1988.0,"6""7",0
76092,1921-06-21,Penn State,USA,195.0,1,Forward,1946.0,1946.0,"6""4",0
1631094,2002-11-12,Duke,USA,250.0,1,Forward,2022.0,2023.0,"6""10",1
1630217,1998-06-25,TCU,USA,215.0,3,Guard,2020.0,2023.0,"6""5",1
76093,1959-05-15,Duke,USA,215.0,6,Forward,1981.0,1986.0,"6""7",0
2556,1981-11-19,UNLV,USA,205.0,9,Guard,2003.0,2010.0,"6""2",0
76094,1960-04-01,St. Augustine's,USA,235.0,5,Forward,1984.0,1990.0,"6""9",0
76095,1951-12-03,St. Joseph's (PA),USA,200.0,9,Forward,1973.0,1981.0,"6""9",0
1630625,1999-11-07,Nebraska,Canada,204.0,2,Forward,2021.0,2023.0,"6""7",1
1627760,1994-07-25,North Carolina State,USA,173.0,1,Guard,2021.0,2021.0,"6""1",0
76096,1927-06-27,California State-Los Angeles,USA,210.0,1,Forward,1956.0,1956.0,"6""6",0
76097,1968-04-05,Illinois,USA,190.0,3,Guard,1991.0,1995.0,"6""5",0
200826,1984-06-26,Northeastern,Puerto Rico,180.0,15,Guard,2006.0,2019.0,"5""10",0
76098,1921-01-15,Kentucky,USA,185.0,3,Guard,1949.0,1951.0,"6""2",0
76099,1955-03-11,Hawaii,USA,225.0,2,Center,1976.0,1978.0,"6""11",0
787,1963-02-20,Auburn,USA,252.0,16,Forward,1984.0,1999.0,"6""6",0
2057,1978-02-21,St. John's (NY),USA,185.0,3,Guard,2000.0,2002.0,"6""1",0
76102,1923-03-31,UCLA,USA,200.0,4,Forward,1951.0,1954.0,"6""6",0
1631230,2003-05-26,Overtime Elite,USA,215.0,1,Forward,2022.0,2023.0,"6""9",1
203084,1992-05-30,North Carolina,USA,225.0,11,Forward,2012.0,2023.0,"6""8",1
76105,1941-04-13,Texas-El Paso,USA,210.0,7,Center,1964.0,1970.0,"6""8",0
76104,1952-07-27,Providence,USA,210.0,4,Forward,1976.0,1979.0,"6""9",0
2440,1980-03-09,UCLA,USA,226.0,15,Forward,2002.0,2016.0,"6""7",0
1630567,2001-08-01,Florida State,USA,225.0,2,Forward,2021.0,2023.0,"6""8",1
76106,1944-07-07,Oregon,USA,170.0,11,Guard,1966.0,1976.0,"6""4",0
76108,1938-03-20,Tennessee State,USA,180.0,7,Guard,1962.0,1968.0,"6""1",0
76109,1953-07-15,Washington State,USA,205.0,1,Guard,1976.0,1976.0,"6""4",0
76110,1924-05-11,Notre Dame,USA,190.0,5,Forward,1949.0,1953.0,"6""4",0
76111,1918-08-18,Penn State,USA,205.0,1,Forward,1946.0,1946.0,"6""3",0
76112,1950-10-19,Duquesne,USA,180.0,1,Guard,1976.0,1976.0,"6""3",0
76114,1929-08-27,Kansas State,USA,,2,,1953.0,2008.0,,0
1629628,2000-06-14,Duke,Canada,214.0,4,Forward-Guard,2019.0,2023.0,"6""6",1
2853,1981-08-14,Memphis,USA,250.0,9,Forward-Center,2005.0,2014.0,"7""0",0
344,1967-04-13,Boston College,USA,165.0,15,Guard,1989.0,2003.0,"5""11",0
699,1971-12-31,Oregon State,USA,210.0,15,Guard,1995.0,2008.0,"6""7",0
1003,1973-02-17,Georgia Tech,USA,191.0,3,Guard,1997.0,1999.0,"6""5",0
468,1969-07-25,Georgia Tech,USA,210.0,14,Guard,1992.0,2005.0,"6""5",0
600013,1944-03-28,Miami,USA,205.0,10,Forward,1965.0,1979.0,"6""7",0
76117,1925-10-08,North Carolina State,USA,195.0,2,Forward,1949.0,1950.0,"6""6",0
76118,1948-09-29,Oregon State,USA,230.0,1,Center,1971.0,1971.0,"7""0",0
203115,1991-01-06,Memphis,USA,181.0,11,Guard,2012.0,2023.0,"6""5",1
101188,1983-02-15,North Carolina-Charlotte,USA,215.0,2,Guard,2005.0,2005.0,"6""5",0
101138,1985-04-30,Louisiana State,USA,250.0,13,Forward,2005.0,2016.0,"6""8",0
1628238,1995-08-29,Detroit Mercy,USA,200.0,2,Forward,2021.0,2021.0,"6""8",0
76120,1951-04-01,Georgia,USA,225.0,4,Forward,1976.0,1979.0,"6""8",0
1629646,2000-10-28,Western Kentucky,Nigeria,230.0,2,Center-Forward,2021.0,2023.0,"6""9",1
1766,1976-05-29,Michigan,USA,230.0,5,Forward,2002.0,2008.0,"6""10",0
2370,1975-11-20,Beijing,China,290.0,4,Center,2001.0,2003.0,"6""11",0
76121,1956-05-31,Kentucky State,USA,210.0,4,Guard,1979.0,1982.0,"6""4",0
1499,1976-02-11,Texas Tech,USA,240.0,15,Center,1997.0,2011.0,"6""11",0
2203,1978-09-09,Duke,USA,220.0,13,Forward,2001.0,2013.0,"6""8",0
76124,1956-03-26,Notre Dame,USA,240.0,2,Center,1982.0,1983.0,"6""10",0
201587,1988-12-14,Le Mans,France,230.0,15,Guard-Forward,2008.0,2023.0,"6""8",1
76125,1946-06-17,Temple,USA,200.0,2,Forward,1969.0,1970.0,"6""5",0
76126,1918-10-07,Ohio,USA,170.0,1,Guard,1946.0,1946.0,"5""10",0
2437,1979-01-27,Maryland,USA,260.0,4,Forward,2002.0,2005.0,"6""8",0
76127,1934-09-16,Seattle,USA,225.0,14,Forward,1958.0,1971.0,"6""5",0
203382,1986-12-09,Washington State,Australia,260.0,10,Center-Forward,2012.0,2020.0,"6""10",0
76128,1965-03-15,Tofas S.K.,Russia,168.0,1,Guard,1994.0,1994.0,"6""2",0
203145,1989-07-01,Old Dominion,USA,195.0,11,Guard-Forward,2012.0,2021.0,"6""4",1
1629647,2000-06-12,Princeton HS (OH),USA,216.0,4,Forward,2019.0,2023.0,"6""9",1
76129,1929-01-25,West Virginia,USA,200.0,1,Forward,1950.0,1950.0,"6""3",0
203078,1993-06-28,Florida,USA,207.0,11,Guard,2012.0,2023.0,"6""4",1
76130,1947-05-04,Louisville,USA,185.0,9,Guard,1969.0,1978.0,"6""3",0
76131,1927-12-02,Kentucky,USA,175.0,2,Guard,1949.0,1950.0,"5""10",0
2602,1980-05-17,North Dakota,USA,237.0,2,Forward,2003.0,2003.0,"6""9",0
1627736,1996-11-26,Florida State,USA,187.0,7,Guard,2016.0,2023.0,"6""4",1
76133,1939-10-25,Prairie View A&M,USA,225.0,8,Center,1962.0,1974.0,"6""9",0
201958,1988-02-24,Cholet,France,185.0,5,Guard,2009.0,2012.0,"6""2",0
1630699,2000-10-12,NBA G League Ignite,USA,199.0,1,Forward,2021.0,2023.0,"6""7",1
76134,1945-01-25,Denver,USA,225.0,1,Center,1976.0,1976.0,"6""9",0
1133,1971-05-27,Arkansas,USA,200.0,3,Guard,1995.0,1998.0,"6""3",0
76136,1931-12-11,Pennsylvania,USA,190.0,7,Guard,1953.0,1960.0,"6""4",0
76137,1917-02-24,Duquesne,USA,185.0,1,Guard,1946.0,1946.0,"6""1",0
76140,1951-01-14,Minnesota,USA,185.0,7,Forward,1973.0,1979.0,"6""9",0
76141,1929-02-03,Bradley,USA,210.0,1,Center,1951.0,1951.0,"6""7",0
76142,1951-06-02,Drake,USA,185.0,3,Forward,1973.0,1975.0,"6""5",0
1628395,1995-01-07,Oregon,USA,216.0,5,Forward,2017.0,2021.0,"6""7",0
1952,1976-09-19,Florida International,US Virgin Islands,210.0,13,Guard,2000.0,2011.0,"6""5",0
2559,1980-11-10,Boston College,USA,180.0,2,Guard,2003.0,2003.0,"6""1",0
76143,1932-09-13,North Carolina State,USA,180.0,2,Guard,1959.0,1960.0,"6""0",0
76144,1939-07-24,Indiana,USA,225.0,14,Center,1961.0,1974.0,"6""10",0
1627761,1994-07-04,St. Joseph's (PA),USA,210.0,6,Guard-Forward,2016.0,2021.0,"6""5",0
76145,1930-11-18,Illinois,USA,185.0,2,Forward,1953.0,1956.0,"6""3",0
76146,1950-07-23,Jacksonville,USA,185.0,2,Guard,1974.0,1975.0,"6""4",0
1627733,1997-11-17,Maccabi Tel Aviv,Croatia,249.0,4,Forward,2016.0,2019.0,"7""0",0
1886,1981-01-30,Picayune HS (MS),USA,230.0,9,Forward,1999.0,2009.0,"7""0",0
203968,1991-08-01,Towson,USA,,1,,2014.0,2014.0,,0
104,1964-11-22,Creighton,USA,250.0,15,Center,1985.0,1999.0,"7""0",0
1736,1978-02-24,Oregon State,USA,200.0,5,Guard,1998.0,2002.0,"6""6",0
203461,1993-03-14,UNLV,Canada,235.0,5,Forward,2013.0,2016.0,"6""8",0
1120,1970-02-13,Notre Dame,USA,170.0,3,Guard,1994.0,1996.0,"6""0",0
712,1973-08-01,Arizona State,USA,235.0,5,Center-Forward,1995.0,2002.0,"6""9",0
76148,1969-06-01,Wisconsin-Green Bay,USA,175.0,3,Guard,1992.0,1994.0,"6""0",0
76152,1965-02-09,Kentucky,USA,210.0,3,Guard,1989.0,1991.0,"6""7",0
128,1968-05-09,Alabama,USA,220.0,7,Forward,1991.0,2000.0,"6""8",0
202728,1988-08-13,Oakland,USA,230.0,2,Forward-Center,2011.0,2011.0,"6""11",0
76154,1954-12-27,Indiana,USA,235.0,11,Center,1977.0,1987.0,"6""11",0
1627791,1995-03-29,Providence,Ghana,235.0,1,Forward,2016.0,2016.0,"6""9",0
76155,1926-11-22,Marquette,USA,175.0,1,Guard,1949.0,1949.0,"5""11",0
76156,1932-07-16,Utah,USA,210.0,1,Center,1956.0,1956.0,"6""8",0
1631262,2000-01-21,UCLA,USA,,0,,,,,1
76157,1964-10-06,San Jose State,USA,205.0,1,Forward,1988.0,1988.0,"6""8",0
76158,1964-05-14,St. John's (NY),USA,215.0,3,Forward,1986.0,1988.0,"6""8",0
1629541,1989-09-09,Olimpia Milano,Latvia,200.0,2,Guard,2018.0,2018.0,"6""4",0
202722,1992-11-12,Baskonia,Latvia,225.0,7,Forward,2016.0,2023.0,"6""10",1
696,1972-07-12,Georgia Tech,USA,182.0,11,Guard,1995.0,2004.0,"5""11",0
201976,1988-07-12,Arkansas,USA,180.0,11,Guard,2012.0,2023.0,"6""2",1
1630180,1999-04-09,Villanova,USA,215.0,3,Forward,2020.0,2023.0,"6""7",1
1630189,1998-02-10,Colorado,USA,215.0,2,Forward,2020.0,2020.0,"6""7",0
204021,1992-12-02,New Mexico State,Canada,360.0,1,Center,2014.0,2014.0,"7""5",0
76162,1949-11-24,UCLA,USA,185.0,9,Guard,1972.0,1980.0,"6""1",0
1710,1978-05-13,Arizona,USA,195.0,15,Guard,1998.0,2011.0,"6""2",0
76163,1945-08-12,North Carolina State,USA,175.0,1,Guard,1968.0,1968.0,"6""1",0
2740,1986-04-02,BK Skonto,Latvia,250.0,10,Center,2004.0,2013.0,"7""0",0
76164,1933-01-01,Valparaiso,USA,240.0,1,Center,1955.0,1955.0,"6""7",0
76165,1953-12-26,Pennsylvania,USA,215.0,4,Forward,1975.0,1978.0,"6""7",0
1497,1976-09-25,Colorado,USA,210.0,17,Guard,1997.0,2013.0,"6""3",0
1631234,2000-07-14,Michigan State,USA,,0,,,,,1
76167,1961-03-26,North Carolina A&T,USA,235.0,1,Forward,1986.0,1986.0,"6""8",0
203920,1992-09-28,UNLV,Canada,233.0,6,Center,2017.0,2023.0,"6""8",1
1628444,1994-07-03,California,USA,198.0,2,Guard,2017.0,2017.0,"6""6",0
76168,1935-02-02,Kentucky,USA,210.0,1,Forward,1958.0,1958.0,"6""6",0
1449,1956-12-07,Indiana State,USA,220.0,13,Forward,1979.0,1991.0,"6""9",0
